번호,상호,도로명주소,지번주소,좌표
1355,영진상회,서울 중구 동호로12길 92,서울 중구 신당동 338-1,"127.0122228,37.5591759"
1356,복덩이 복권,서울 중랑구 공릉로2길 24,서울 중랑구 묵동 177-1,"127.0791903,37.6119665"
1357,디저트39양원역점,서울 중랑구 양원역로 72,서울 중랑구 망우동 616-1,"127.1060659,37.6068306"
1358,대원주차장,서울 중랑구 겸재로 178,서울 중랑구 면목동 115-1,"127.0872937,37.5881634"
1359,행운복권방,서울 중랑구 면목로 478,서울 중랑구 상봉동 107-27,"127.0862303,37.5944368"
1360,용마복권,서울 중랑구 면목로 253-1,서울 중랑구 면목동 372-4,"127.0854912,37.5755884"
1361,팡팡로또 중랑점,서울 중랑구 망우로66길 10,서울 중랑구 망우동 470-37,"127.0994209,37.5991026"
1362,다올 복권방,서울 중랑구 면목로 423,서울 중랑구 면목동 126-4,"127.0870101,37.5898197"
1363,지구,서울 중랑구 공릉로 58,서울 중랑구 묵동 308-1,"127.0792673,37.6157761"
1364,부동산마을,서울 중랑구 동일로130길 16,서울 중랑구 중화동 293-21,"127.0809357,37.5995743"
1365,황금복권,서울 중랑구 면목로44바길 17,서울 중랑구 면목동 467-1,"127.0925862,37.5818552"
1366,핫플154,서울 중랑구 공릉로12가길 63,서울 중랑구 묵동 154-1,"127.0828314,37.6180172"
1367,필라원,서울 중랑구 상봉로 69,서울 중랑구 면목동 88-105,"127.0931900,37.5921241"
1368,페라리,서울 중랑구 용마산로 425,서울 중랑구 면목동 22-19,"127.0966542,37.5895712"
1369,써밋로또,서울 중랑구 답십리로77길 12,서울 중랑구 면목동 399-80,"127.0816788,37.5721241"
1370,금은동복권판매점,서울 중랑구 중랑천로10길 64,서울 중랑구 면목동 185-11,"127.0764963,37.5923272"
1371,데스콤㈜영등포영업소,서울 영등포구 영중로 48 ,서울 영등포구 영등포동5가 25-1,"126.9051805,37.5205947"
1372,굴러들어온 복권,서울 강남구 논현로72길 20,서울 강남구 역삼동 775-4,"127.0411730,37.4958002"
1373,행운의집,서울 강동구 구천면로 220 ,서울 강동구 천호동 549-1,"127.1292223,37.5405212"
1374,복권나라,서울 성동구 용답중앙15길 12-1,서울 성동구 용답동 14-1번지,"127.0538665,37.5644592"
1375,복권마을,서울 광진구 뚝섬로 493,서울 광진구 자양4동 45-1번지,"127.0652229,37.5362824"
1376,행운충전소,서울 중구 퇴계로 427,서울 중구 황학동 732번지,"127.0191191,37.5658062"
1377,복권전문점,서울 강북구 솔샘로64길 43,서울 강북구 미아동 460-55번지,"127.0286363,37.6155500"
1378,대박.COM복권휴계실,서울 은평구 역말로 137-1 ,서울 은평구 대조동 89-84,"126.9220649,37.6114788"
1379,미나식품(로또판매점),서울 강서구 금낭화로 91-12,서울 강서구 방화동 484-23번지,"126.8107021,37.5735176"
1380,교통카드판매대,서울 송파구 송파대로28길 27 송파성원쌍떼빌,서울 송파구 가락동 80,"127.1203666,37.4950169"
1381,대박복권마을,서울 영등포구 당산로 140,서울 영등포구 당산동3가 209번지,"126.8971723,37.5270999"
1382,용꿈돼지꿈,서울 송파구 성내천로6길 3,서울 송파구 오금동 68번지,"127.1359217,37.5037546"
1383,프로토 포이점,서울 강남구 논현로 36 ,서울 강남구 개포동 1194-7,"127.0485786,37.4742699"
1384,바이복,서울 강남구 일원로5길 19 ,서울 강남구 일원동 683-18,"127.0823228,37.4913837"
1385,인생역전,서울 강동구 아리수로66길 29,서울 강동구 고덕동 509번지,"127.1551546,37.5610203"
1386,노다지복권방,서울 강동구 천호대로170길 47,서울 강동구 성내동 383-20번지,"127.1326463,37.5332751"
1387,NICE,서울 강동구 성내로6길  40,서울 강동구 성내동 454-8,"127.1220128,37.5282226"
1388,복권마을,서울 강동구 풍성로 173 ,서울 강동구 성내동 408-12,"127.1312702,37.5304441"
1389,행복공간,서울 강동구 풍성로 115,서울 강동구 성내동 292-30번지,"127.1251201,37.5321307"
1390,노다지훼밀리,서울 강동구 구천면로 251,서울 강동구 천호동 393-7번지,"127.1312810,37.5428045"
1391,천하명당 미아점,서울 강북구 솔샘로 283 ,서울 강북구 미아동 707-25,"127.0239857,37.6186581"
1392,광산마트,서울 강북구 한천로 1078-1 ,서울 강북구 수유동 182-34,"127.0235035,37.6426138"
1393,복권천하,서울 강북구 월계로7나길 23,서울 강북구 송중동 54-248번지,"127.0325500,37.6125828"
1394,잉크와복권,서울 강서구 가로공원로76가길 12,서울 강서구 화곡동 354-88번지,"126.8396372,37.5330838"
1395,까치복권방,서울 강서구 가로공원로 208 ,서울 강서구 화곡동 368-32,"126.8392610,37.5371622"
1396,호미복권방,서울 관악구 인헌4길 9 ,서울 관악구 봉천동 1638-6,"126.9662873,37.4745595"
1397,천하명당관악점,서울 관악구 보라매로2길 11 ,서울 관악구 봉천동 698-32,"126.9287049,37.4900905"
1398,행운나라,서울 관악구 양지길 2-1 ,서울 관악구 신림동 808-221,"126.9330113,37.4721996"
1399,한마음,서울 관악구 관악로 211 봉천중앙시장,서울 관악구 봉천동 32-2,"126.9543313,37.4841975"
1400,1등복권방,서울 관악구 남부순환로 1545 ,서울 관악구 신림동 465-26,"126.9221960,37.4834959"
1401,엘도라도복권점문점,서울 광진구 용마산로 47,서울 광진구 중곡동 124-65번지,"127.0876594,37.5578115"
1402,복권나라,서울 광진구 동일로24길 68,서울 광진구 화양동 47-43번지,"127.0686607,37.5428716"
1403,프로또마트,서울 구로구 고척로 156,서울 구로구 고척2동 265-7번지,"126.8512047,37.5032005"
1404,서하네,서울 구로구 개봉로20길 66,서울 구로구 개봉동 407-15번지,"126.8580499,37.4933966"
1405,광장하이퍼,서울 구로구 경인로53길 15,서울 구로구 구로동 1258번지,"126.8746491,37.5009708"
1406,스포츠토토,서울 구로구 시흥대로 577-11 ,서울 구로구 구로동 1123-3,"126.9018837,37.4845008"
1407,성원,서울 구로구 구로동로26길 65,서울 구로구 구로동 730-4번지,"126.8877962,37.4900778"
1408,유성포장,서울 구로구 도림로 85,서울 구로구 구로동 145-1번지,"126.8926090,37.4904539"
1409,한방복권방,서울 금천구 가산로3길 10 ,서울 금천구 독산동 297-12,"126.8950757,37.4724442"
1410,동우정보통신,서울 노원구 상계로 316 ,서울 노원구 상계동 111-561,"127.0804226,37.6703610"
1411,복권명당,서울 노원구 동일로 1032,서울 노원구 공릉동 567-5번지,"127.0744312,37.6223201"
1412,신흥2020,서울 도봉구 도봉로 733,서울 도봉구 도봉동 620-19번지,"127.0433277,37.6699298"
1413,복권방 담배,서울 도봉구 도당로 91,서울 도봉구 방학2동 661-26번지,"127.0369666,37.6656935"
1414,천하명당복권방,서울 동대문구 전농로 105-1,서울 동대문구 답십리동 99-22번지,"127.0573647,37.5744214"
1415,행운복권방,서울 동대문구 사가정로2길 134,서울 동대문구 답십리동 490-98번지,"127.0559202,37.5673792"
1416,현대복권방,서울 동대문구 답십리로 9,서울 동대문구 전농동 622-1,"127.0435286,37.5784693"
1417,노다지,서울 동대문구 한천로 55,서울 동대문구 답십리동 12-18번지,"127.0618992,37.5669118"
1418,천하명당,서울 동작구 동작대로33가길 11 ,서울 동작구 사당동 79-44,"126.9817081,37.4901535"
1419,복권나라,서울 동작구 상도로 178 최안과,서울 동작구 상도동 368-14,"126.9387617,37.5042942"
1420,용꿈돼지꿈,서울 마포구 마포대로 112-5,서울 마포구 공덕동 255-23번지,"126.9521245,37.5446564"
1421,대박나라,서울 마포구 망원로 86 부광,서울 마포구 망원동 486-1,"126.9062578,37.5574932"
1422,스포츠베팅샵,서울 서초구 동산로 48 서희빌딩,서울 서초구 양재동 373,"127.0443523,37.4713536"
1423,상신프린팅,서울 성동구 마장로 230-1,서울 성동구 홍익동 123번지,"127.0354390,37.5660343"
1424,복조리복권방,서울 성동구 광나루로11길 17,서울 성동구 송정동 66-31번지,"127.0662881,37.5495486"
1425,복돼지복권방,서울 성동구 아차산로7길 42,서울 성동구 성수동2가 289-205번지,"127.0558384,37.5486694"
1426,천하명당 미마트점,서울 성북구 도봉로3길 9,서울 성북구 길음동 489-70,"127.0295875,37.6103665"
1427,복권전문점,서울 성북구 돌곶이로27길 48,서울 성북구 장위동 66-289번지,"127.0530590,37.6111817"
1428,Proto샵종암점,서울 성북구 종암로19길 7 ,서울 성북구 종암동 68-1,"127.0342302,37.5984424"
1429,미래상사,서울 송파구 오금로 534,서울 송파구 거여동 32-2번지,"127.1481282,37.4927578"
1430,노다지복권방,서울 송파구 송이로 112,서울 송파구 가락동 73-4번지,"127.1217034,37.4963918"
1431,복드림,서울 영등포구 양평로 117,서울 영등포구 양평동4가 100번지,"126.8945255,37.5373855"
1432,행운예감,서울 영등포구 여의대방로39길 3,서울 영등포구 신길동 696번지,"126.9209765,37.5030542"
1433,드림파크,서울 영등포구 여의대방로 45,서울 영등포구 신길동 4759번지,"126.9113117,37.4963639"
1434,천안문복권방,서울 영등포구 도림로 124 ,서울 영등포구 대림동 1116-1,"126.8962383,37.4922949"
1435,드림마트,서울 영등포구 신길로54길 1,서울 영등포구 신길동 192-142번지,"126.9101953,37.5120139"
1436,365 으뜸,서울 영등포구 디지털로37길 17,서울 영등포구 대림동 1067-11,"126.8982038,37.4902323"
1437,복권세계,서울 영등포구 대림로29길 27,서울 영등포구 대림동 804-30번지,"126.8967439,37.4947164"
1438,행운대박복권,서울 영등포구 영신로19길 8-1,서울 영등포구 영등포본동 618-210번지,"126.9068183,37.5144154"
1439,대박찬스,서울 영등포구 도림로 356,서울 영등포구 도림동 144-175번지,"126.9000869,37.5089077"
1440,다모아복권,서울 영등포구 신풍로 92,서울 영등포구 신길동 4035-2번지,"126.9163744,37.4998316"
1441,대박복권방,서울 용산구 효창원로 262,서울 용산구 서계동 260-20번지,"126.9638298,37.5505957"
1442,하이로또복권방,서울 은평구 응암로 282,서울 은평구 응암동 763,"126.9198338,37.5965731"
1443,행운복권방,서울 은평구 서오릉로 10,서울 은평구 녹번동 180번지,"126.9268173,37.6023091"
1444,왕대박복권방,서울 은평구 갈현로 7,서울 은평구 신사1동 17-10번지,"126.9100384,37.5986702"
1445,제일,서울 종로구 창신5길 6,서울 종로구 창신동 582-5,"127.0109981,37.5735749"
1446,제이복권방,서울 종로구 종로 225-1,서울 종로구 종로5가 58번지,"127.0028532,37.5712518"
1447,로또와토토,서울 중구 세종대로18길 10,서울 중구 태평로2가 52-1번지,"126.9776230,37.5637119"
1448,노다지복권방,서울 중구 다산로44길 15,서울 중구 신당동 110-10번지,"127.0178103,37.5650454"
1449,천하명당복권방,서울 중구 퇴계로 322 정미식품,서울 중구 광희동2가 323-2,"127.0074951,37.5640094"
1450,가판 창동역점,서울 도봉구 마들로11길 73,서울 도봉구 창동 3-3번지,"127.0490817,37.6532610"
1451,길동방,서울 강동구 진황도로49길 16,서울 강동구 길동 249-1번지,"127.1408790,37.5344079"
1452,가판점(종로121호),서울 종로구 대학로 110-1,서울 종로구 동숭동 1-24,"127.0022267,37.5809448"
1453,가판점,서울 마포구 대흥로 194 ,서울 마포구 대흥동 2-10,"126.9461350,37.5562335"
1454,하나복권(가로판매점),서울 영등포구 여의나루로 42,서울 영등포구 여의도동 35-5,"126.9249738,37.5214704"
1455,가로판매점,서울 영등포구 경인로 862 ,서울 영등포구 영등포동 489-18,"126.9084391,37.5167929"
1456,복권백화점,서울 은평구 연서로29길 7-2 ,서울 은평구 갈현동 455-20,"126.9192058,37.6186917"
1457,인터뱅세계주류,서울 강남구 언주로 647 강남빌딩,서울 강남구 논현동 211-20,"127.0349695,37.5143533"
1458,아셈마트,서울 강남구 영동대로112길 10,서울 강남구 삼성동 107-5,"127.0610340,37.5149915"
1459,우정,서울 강남구 도산대로49길 8 YK빌딩,서울 강남구 신사동 652-3,"127.0374252,37.5233512"
1460,베스토아,서울 강남구 역삼로 166 세현빌딩,서울 강남구 역삼동 790,"127.0372593,37.4950620"
1461,현대마트,서울 강남구 일원로 45 대훈빌딩,서울 강남구 일원동 684-5,"127.0815269,37.4899150"
1462,씨스페이스 강동현대점,서울 강동구 풍성로54길 55,서울 강동구 성내3동 427-39번지,"127.1332091,37.5270525"
1463,비디오뱅크,서울 강동구 암사길 18,서울 강동구 암사동 493-1번지,"127.1314632,37.5512806"
1464,OK마트,서울 강동구 진황도로27길 14,서울 강동구 천호동 166-82번지,"127.1318525,37.5389414"
1465,안목마트,서울 강북구 한천로 1024,서울 강북구 번동 463-33번지,"127.0280888,37.6394732"
1466,에덴복권사무써비스,서울 강북구 덕릉로 5,서울 강북구 수유동 455-80번지,"127.0141670,37.6340109"
1467,9TO5공항점,서울 강서구 송정로 61,서울 강서구 공항동 52-27,"126.8098657,37.5602682"
1468,소리창고,서울 강서구 강서로 306,서울 강서구 내발산동 677-10번지,"126.8367559,37.5528913"
1469,고마트,서울 강서구 방화동로 68,서울 강서구 방화동 607-214번지,"126.8127676,37.5664415"
1470,세븐일레븐강서화곡예스점,서울 강서구 화곡로42길 35 큐모텔,서울 강서구 화곡동 29-52,"126.8474862,37.5459835"
1471,편의점사랑,서울 강서구 곰달래로25길 57,서울 강서구 화곡동 341-1번지,"126.8482963,37.5331463"
1472,우리식품,서울 광진구 아차산로 589,서울 광진구 광장동 244-24번지,"127.1047577,37.5459854"
1473,행운미니슈퍼,서울 금천구 독산로44길 61 하이빌,서울 금천구 시흥동 793-1,"126.9079320,37.4619055"
1474,선서적,서울 금천구 독산로74길 6 ,서울 금천구 독산동 1020-3,"126.9026593,37.4686719"
1475,반도서점,서울 금천구 독산로 136 ,서울 금천구 시흥동 803-3,"126.9052382,37.4595132"
1476,동양마트,서울 노원구 상계로5길 12,서울 노원구 상계동 1305번지,"127.0635679,37.6577059"
1477,꽃제비칼국수,서울 노원구 광운로12길 13,서울 노원구 월계동 407-16번지,"127.0599144,37.6213132"
1478,대박나는집,서울 노원구 덕릉로 718 중계동건영아파트,서울 노원구 중계동 586,"127.0761730,37.6615855"
1479,한일복권,서울 도봉구 도봉로155길 20,서울 도봉구 도봉1동 616-31번지,"127.0429027,37.6730047"
1480,gs25녹천본점,서울 도봉구 덕릉로 349,서울 도봉구 창동 373,"127.0474219,37.6452811"
1481,금화당안경원,서울 동대문구 천호대로83길 52,서울 동대문구 장안동 430-9번지,"127.0657667,37.5643557"
1482,웨이스탑(전농점),서울 동대문구 전농로 129,서울 동대문구 전농동 295-143번지,"127.0575322,37.5765041"
1483,공덕알파,서울 마포구 독막로 146 ,서울 마포구 창전동 329,"126.9297684,37.5474097"
1484,나눔 중앙마트,서울 마포구 백범로 108 ,서울 마포구 대흥동 202-13,"126.9431691,37.5471007"
1485,진성미니슈퍼,서울 마포구 월드컵로 205,서울 마포구 성산동 595번지,"126.9015160,37.5650667"
1486,제일식품,서울 서대문구 증가로 143,서울 서대문구 남가좌2동 350-6번지,"126.9217063,37.5774684"
1487,나인투화이브양재점,서울 서초구 동산로 18 ,서울 서초구 양재동 333,"127.0416966,37.4695902"
1488,미래통신,서울 성동구 동일로 83,서울 성동구 성수동2가 275-6번지,"127.0626473,37.5403609"
1489,노다지복권방,서울 성동구 성수일로8길 30,서울 성동구 성수동2가 300-75,"127.0536925,37.5457877"
1490,부자랑,서울 성동구 둘레15길 23,서울 성동구 성수동2가 561-2번지,"127.0553244,37.5368873"
1491,복권천국,서울 성동구 무학봉16길 22-2,서울 성동구 행당동 298-25번지,"127.0329326,37.5599569"
1492,행복슈퍼,서울 성북구 동소문로 49,서울 성북구 동소문동4가 115번지,"127.0111618,37.5910244"
1493,폰스토아,서울 송파구 백제고분로48길 12,서울 송파구 방이동 112-8번지,"127.1145045,37.5113301"
1494,부흥청과,서울 송파구 동남로 318,서울 송파구 오금동 120-7번지,"127.1386999,37.5036970"
1495,통일복권방,서울 송파구 백제고분로7길 6 ,서울 송파구 잠실동 195,"127.0794659,37.5102696"
1496,오목미니슈퍼,서울 양천구 신목로 119,서울 양천구 목동 406-316번지,"126.8762578,37.5250712"
1497,농가마트,서울 양천구 중앙로 264,서울 양천구 신정동 1031-8번지,"126.8532905,37.5199851"
1498,가로판매점,서울 영등포구 양평로 46,서울 영등포구 당산동6가 331-6번지,"126.9016531,37.5344673"
1499,은혜,서울 영등포구 도림로 206,서울 영등포구 대림동 751-5번지,"126.9036032,37.4969454"
1500,PLUSONE365,서울 영등포구 선유로 106-1,서울 영등포구 양평동1가 37번지,"126.8905007,37.5234225"
1501,한가람마트(슈퍼마켓),"서울 용산구 우사단로 3 열린보광의원, 형치과",서울 용산구 보광동 274-1,"126.9966536,37.5306773"
1502,황금어장,서울 은평구 연서로 333 ,서울 은평구 불광동 90-3,"126.9285848,37.6250905"
1503,씨스페이스 응암역점,서울 은평구 연서로 9 센타폴리스,서울 은평구 역촌동 85-12,"126.9156678,37.6001182"
1504,미래전산,서울 종로구 통일로 262,서울 종로구 무악동 67-2,"126.9570172,37.5755306"
1505,가자세계주류(종로점),서울 종로구 수표로 112-1,서울 종로구 낙원동 175번지,"126.9893977,37.5713085"
1506,종로슈퍼,서울 종로구 돈화문로10길 14,서울 종로구 봉익동 18-3번지,"126.9924460,37.5725032"
1507,우리식품점,서울 종로구 종로 393,서울 종로구 숭인동 192번지,"127.0208469,37.5748327"
1508,씨스페이스 창경궁로점,서울 종로구 창경궁로 137 ,서울 종로구 원남동 251,"126.9973042,37.5746390"
1509,통일마트,서울 종로구 종로 19,서울 종로구 종로1가 24번지,"126.9798606,37.5708345"
1510,동성당,서울 종로구 청계천로 261,서울 종로구 종로5가 410번지,"127.0065609,37.5699363"
1511,수정식품,서울 중구 을지로 199-2,서울 중구 을지로4가 156-1번지,"127.0002458,37.5670078"
1512,태광통신,서울 성북구 동소문로 248 삼부아파트,서울 성북구 길음동 1276,"127.0236736,37.6026982"
1513,부자랑복권방,서울 중랑구 사가정로 359,서울 중랑구 면목동 607-6번지,"127.0845538,37.5812537"
1514,갤러리마트,서울 중랑구 사가정로 387,서울 중랑구 면목동 604-5번지,"127.0877536,37.5809287"
1515,원스탑,서울 송파구 백제고분로7길 39 고려빌딩,서울 송파구 잠실동 183-1,"127.0832547,37.5109539"
1516,아이라인안경원,부산 연제구 거제시장로22번길 5,부산 연제구 거제동 588-4,"129.0712928,35.1818945"
1517,노다지복권방,부산 북구 덕천로 287,부산 북구 만덕2동 282-5번지,"129.0353505,35.2098623"
1518,25시슈퍼,부산 사상구 백양대로 964,부산 사상구 모라동 1339-18번지,"128.9925976,35.1919651"
1519,부자복권방,부산 사상구 백양대로 961-1,부산 사상구 모라동 1338-5,"128.9921513,35.1920338"
1520,행운열차복권방,부산 사하구 옥천로 15-1 ,부산 사하구 감천동 541-18,"129.0053762,35.0890585"
1521,노다지복권방,부산 해운대구 아랫반송로 54-2 시골장터,부산 해운대구 반송동 250-892,"129.1505593,35.2228857"
1522,노다지복권방,부산 해운대구 신반송로 179,부산 해운대구 반송2동 186-5번지,"129.1601030,35.2291480"
1523,동래복권방,부산 동래구 명륜로 163 ,부산 동래구 명륜동 638-19,"129.0820655,35.2084591"
1524,노다지복권방,부산 금정구 금사로 75,부산 금정구 금사동 132-7번지,"129.1109910,35.2195832"
1525,슈퍼복권나라,부산 부산진구 범일로142번길 31 ,부산 부산진구 범천동 845-95,"129.0610837,35.1428277"
1526,행운복권방,부산 중구 구덕로 47,부산 중구 남포동5가 64-3번지,"129.0305233,35.0980738"
1527,복권은 내친구,부산 동구 초량로 46-2,부산 동구 초량동 811-74번지,"129.0374099,35.1202328"
1528,로또구포점,부산 북구 덕천2길 23-3,부산 북구 덕천동 403-24번지,"129.0065342,35.2092491"
1529,엑스트라(우주점),부산 사상구 모라로110번길 121 주공아파트1단지,부산 사상구 모라동 552,"128.9980449,35.1844321"
1530,1등 드림 편의점,부산 북구 금곡대로 460 ,부산 북구 금곡동 1114-5,"129.0131436,35.2494691"
1531,천하명당복권방(행운을주는사람들),부산 사상구 광장로38번길 25,부산 사상구 괘법동 563-16번지,"128.9804796,35.1611681"
1532,부일카서비스,부산 동구 자성로133번길 35,부산 동구 범일동 830-195번지,"129.0630237,35.1400887"
1533,천하명당초량점,부산 동구 중앙대로221번길 3,부산 동구 초량동 377-7번지,"129.0400947,35.1168657"
1534,행운복권방,부산 사상구 사상로 527,부산 사상구 모라동 647-1번지,"128.9892261,35.1912689"
1535,복권방,부산 사상구 낙동대로 738,부산 사상구 엄궁동 345-4,"128.9692746,35.1271023"
1536,복권방,부산 사하구 장림번영로 25,부산 사하구 장림동 328-9번지,"128.9682126,35.0809885"
1537,돈벼락맞는곳,부산 서구 구덕로 194,부산 서구 토성동3가 1-11번지,"129.0200507,35.1019195"
1538,복권천국,부산 서구 구덕로 207-1,부산 서구 부민동2가 10-8번지,"129.0197372,35.1031641"
1539,노다지복권방,부산 기장군 기장읍 차성로288번길 30,부산 기장군 기장읍 대라리 73-3번지,"129.2152456,35.2428810"
1540,해운대온천복권방,부산 해운대구 해운대해변로 323,부산 해운대구 중동 1373-32번지,"129.1654941,35.1625925"
1541,화신상사,부산 동래구 삼성대길 48,부산 동래구 명륜동 502-5번지,"129.0817265,35.2050805"
1542,행운복권방,부산 동래구 온천장로 99,부산 동래구 온천1동 154-26번지,"129.0835284,35.2198638"
1543,왕대박,부산 동래구 여고로113번길 59-4,부산 동래구 사직3동 140-33번지,"129.0740980,35.2010677"
1544,행운복권방,부산 부산진구 동평로 115 ,부산 부산진구 부암동 343-81,"129.0419685,35.1662678"
1545,대박로또 1등 123억배출 김경갑 복권방,부산 금정구 중앙대로1945번길 10,부산 금정구 구서동 163-18,"129.0907826,35.2580783"
1546,대박찬스복권방,부산 금정구 서동로 130,부산 금정구 서2동 302-643번지,"129.1008106,35.2156069"
1547,돈벼락맞는곳,부산 동구 조방로49번길 18-1,부산 동구 범일동 833-5번지,"129.0599242,35.1391653"
1548,복권나라,부산 부산진구 성지로 70,부산 부산진구 초읍동 219-10번지,"129.0545020,35.1769328"
1549,행운복권방,부산 부산진구 냉정로 273,부산 부산진구 가야동 595-1번지,"129.0297173,35.1512799"
1550,운수대통복권방,부산 부산진구 전포대로200번길 13 ,부산 부산진구 전포동 339-33,"129.0663828,35.1546325"
1551,삼월쇼핑,부산 부산진구 가야대로 784,부산 부산진구 부전동 490-23,"129.0574092,35.1573307"
1552,나래전산,부산 부산진구 전포대로 294,부산 부산진구 전포동 170-1번지,"129.0664003,35.1631506"
1553,로또판매점,부산 사하구 승학로284번길 42 ,부산 사하구 괴정동 252,"128.9977935,35.1024222"
1554,슈퍼복권나라,부산 사하구 하신번영로 370 ,부산 사하구 하단동 870-268,"128.9606248,35.1139910"
1555,미화당슈퍼한신태화점,부산 사상구 낙동대로1210번길 53,부산 사상구 괘법동 516-1번지,"128.9802478,35.1679543"
1556,영일슈퍼,부산 북구 만덕2로 31,부산 북구 만덕2동 353번지,"129.0381604,35.2105150"
1557,대박복권방,부산 사상구 대동로 102 ,부산 사상구 학장동 585-27,"128.9790568,35.1385307"
1558,대산슈퍼,부산 북구 만덕대로 166,부산 북구 덕천1동 393-5번지,"129.0228699,35.2131114"
1559,이마트24 사하오렌지점,부산 사하구 장림번영로 96 사하베스티움아파트,부산 사하구 장림동 340-8,"128.9756825,35.0802300"
1560,농심가,부산 사하구 장림번영로 105,부산 사하구 장림동 193-9번지,"128.9768667,35.0808106"
1561,사하상회,부산 사하구 낙동대로 256-1,부산 사하구 괴정동 820-8번지,"128.9889104,35.0994021"
1562,로또대박복권방,부산 사하구 제석로18번길 2 ,부산 사하구 하단동 624-3,"128.9713056,35.1035818"
1563,하프타임대박점,부산 사하구 다대로 247,부산 사하구 장림동 241-40,"128.9775607,35.0803053"
1564,예스로또,부산 사하구 낙동남로 1381,부산 사하구 하단동 524-53,"128.9629040,35.1064863"
1565,GS25 뉴강서역점,부산 강서구 대저로 275 ,부산 강서구 대저1동 2342-5,"128.9822138,35.2127671"
1566,대원슈퍼마켓,부산 수영구 수영로 524,부산 수영구 광안2동 373-15번지,"129.1119852,35.1524953"
1567,뉴빅마트,부산 기장군 정관중앙로 48 ,부산 기장군 정관읍 매학리 748-5,"129.1792702,35.3210990"
1568,대진슈퍼,부산 해운대구 해운대로 1078,부산 해운대구 송정동 158-5번지,"129.1998259,35.1816087"
1569,복권명당,부산 해운대구 아랫반송로 11,부산 해운대구 반송1동 257-247번지,"129.1472958,35.2256217"
1570,태양슈퍼마켓,부산 해운대구 신반송로 171,부산 해운대구 반송동 888번지,"129.1607171,35.2276246"
1571,비치슈퍼,부산 수영구 광안해변로 122,부산 수영구 남천동 148-5번지,"129.1151594,35.1457597"
1572,로또복권방,부산 해운대구 재반로 249,부산 해운대구 반여3동 1609-11번지,"129.1312205,35.1995498"
1573,우정식품,부산 동래구 온천장로 39,부산 동래구 온천동 185-93번지,"129.0794657,35.2158477"
1574,아림슈퍼,부산 동래구 명서로 140,부산 동래구 명장2동 497-76번지,"129.1019043,35.2100681"
1575,금성상회,부산 동래구 충렬대로107번길 92-4 ,부산 동래구 온천동 782-21,"129.0736339,35.2107262"
1576,신온천상회,부산 동래구 충렬대로108번길 10,부산 동래구 온천3동 1444-7번지,"129.0723546,35.2062811"
1577,포시즌신리점. 은비복권,부산 연제구 연수로 144 ,부산 연제구 연산동 1947-5,"129.0864412,35.1744275"
1578,과정미니슈퍼,부산 연제구 과정로 234-1,부산 연제구 연산9동 399-12번지,"129.1016305,35.1878615"
1579,정화식품,부산 동래구 충렬대로 248,부산 동래구 수안동 281번지,"129.0862300,35.2010244"
1580,성광복권명당,부산 연제구 과정로 335,부산 연제구 연산1동 313-21번지,"129.0910956,35.1900025"
1581,남경슈퍼,부산 연제구 연수로 204-1,부산 연제구 연산3동 1833-8번지,"129.0930638,35.1736273"
1582,해피마트,부산 부산진구 진남로 503,부산 부산진구 양정동 356-24번지,"129.0708617,35.1691252"
1583,효원당슈퍼,부산 금정구 부산대학로 48,부산 금정구 장전3동 417-39번지,"129.0860738,35.2314360"
1584,신암편의점,부산 금정구 중앙대로 2002,부산 금정구 남산동 225-13번지,"129.0922133,35.2628913"
1585,동양슈퍼,부산 금정구 서동로 5,부산 금정구 부곡4동 338-5번지,"129.0912493,35.2220030"
1586,성림슈퍼,부산 금정구 금강로335번길 106 ,부산 금정구 장전동 74-12,"129.0806971,35.2380391"
1587,동원드림마트,부산 동구 고관로 173 좌천동원드림타운,부산 동구 좌천동 808,"129.0506344,35.1327311"
1588,서원탑훼미리,부산 동구 수정공원로 55 협성파크맨션,부산 동구 수정동 771-11,"129.0387723,35.1313274"
1589,미니슈퍼,부산 부산진구 가야대로 643,부산 부산진구 가야동 50-43번지,"129.0420164,35.1560335"
1590,대구연쇄점,부산 부산진구 중앙대로783번길 8,부산 부산진구 부전동 55-2번지,"129.0623672,35.1623727"
1591,재벌 로터리,부산 중구 구덕로 1,부산 중구 남포동1가 28번지,"129.0354388,35.0976050"
1592,부산슈퍼,부산 중구 흑교로31번길 13,부산 중구 부평동4가 11-1번지,"129.0237241,35.1022333"
1593,24슈퍼,부산 중구 보수대로36번길 21,부산 중구 부평동3가 69-1,"129.0244750,35.1017962"
1594,플러스할인마트,부산 중구 중앙대로 지하 83,부산 중구 중앙동4가 26-3,Not found
1595,현아상회,부산 남구 동명로145번길 3,부산 남구 용호동 371-13번지,"129.1128037,35.1196894"
1596,스파편의점,부산 사상구 가야대로 288,부산 사상구 주례동 506번지,"129.0040550,35.1500801"
1597,복권판매점,부산 수영구 수영로 460-1,부산 수영구 남천동 29-16,"129.1104446,35.1469288"
1598,이마트24 광안리굿-7,부산 수영구 광안로 49 ,부산 수영구 광안동 158-64,"129.1176707,35.1552769"
1599,플러스복권마트,부산 해운대구 해운대로 636 ,부산 해운대구 우동 602-6,"129.1601279,35.1640966"
1600,금화농원,부산 동래구 중앙대로 1327 ,부산 동래구 온천동 1436-6,"129.0776493,35.2057311"
